eyebrow_eye_dist,mouth_nose_dist,inner_outer_lip_dist,eye_width,eye_height,eyebrow_arch,mouth_corner_angle,nose_bridge_angle,eye_aspect_ratio,mouth_aspect_ratio,mouth_area,eye_area,emotion,image_path
0.2900349407381827,0.5079160110251735,0.2848920694102109,0.4468291338221976,0.21562768115145542,49.62776054072149,151.1901498323293,178.21008939175374,0.4825730124331107,0.3937801978655616,0.6361502781217083,0.2110768207269972,Ahegao,dataset\Ahegao\cropped_emotions.16023~ahegao.png
0.26246003275199936,0.5600957396799526,0.28783415181794836,0.42033487320449175,0.20466971070906276,42.87890360333854,127.30394827798344,178.26429541107143,0.4869206048708966,0.4518057551282105,0.33195252501745404,0.13311612753083546,Ahegao,dataset\Ahegao\cropped_emotions.16029~ahegao.png
0.3217153416220737,0.45907314880488864,0.13163655157950374,0.44613890781607735,0.1959668270578133,54.78240703180729,123.98616710964859,169.69515353123393,0.43925069888457574,0.23659204181699484,0.4200913242009132,0.09577332865004098,Ahegao,dataset\Ahegao\cropped_emotions.16045~ahegao.png
0.38996002904445937,0.43786379502144,0.13858298507594802,0.4632500119108863,0.1905596664589609,57.5467126396665,128.57125225117014,177.39743779750034,0.4113538295938958,0.26334219644036444,0.533748463744367,0.18634985661614092,Ahegao,dataset\Ahegao\cropped_emotions.16177~ahegao.png
0.19048889524128557,0.3363435759268131,0.09311976887530134,0.40441797117695677,0.18078743923652174,40.60970441736636,162.47443162627712,180.0,0.4470311710193921,0.16399037278624048,0.5955176093916755,0.41902347918890076,Ahegao,dataset\Ahegao\cropped_emotions.16183~ahegao.png
0.3313259588154008,0.687848983041913,0.36138677211095444,0.4357504665208059,0.11925155068902757,66.31791227546155,95.67071093423894,178.4234499448158,0.2736693586152102,0.6172787238047182,0.37801559949210956,0.11949936513694903,Ahegao,dataset\Ahegao\cropped_emotions.16220~ahegao.png
0.34015759578207805,0.4925964371554232,0.22721016823376378,0.4639955973274134,0.18069882170107257,60.31833579345457,149.78867761416518,178.37885408634688,0.38944081095141175,0.288979163256848,0.6997801481964009,0.14351437179382784,Ahegao,dataset\Ahegao\cropped_emotions.16224~ahegao.png
0.36181935898330053,0.8458086728039768,0.5347439779084845,0.4278432873370405,0.11762015346110707,56.544699288429506,88.67547808770881,179.21517539700784,0.27491410276223377,0.8725476615139108,0.5093611547806203,0.2822924110333,Ahegao,dataset\Ahegao\cropped_emotions.16321~ahegao.png
0.3645166503689677,0.44904803720447267,0.14345958272212037,0.4840410011367701,0.17001591083343853,71.56505117707799,110.16069845069386,179.35625428582472,0.35124278818148924,0.2793859003583875,0.8679947739018836,0.3786377458405116,Ahegao,dataset\Ahegao\cropped_emotions.16361~ahegao.png
0.3438035611420714,0.5942634984287894,0.26061640988282586,0.4146282098688195,0.1391358388485998,52.847162533061905,96.82660352890692,179.05043314356362,0.33556770990719553,0.48579453157216357,0.4486215952825358,0.20501808691630466,Ahegao,dataset\Ahegao\cropped_emotions.16382~ahegao.png
0.29965572266733487,0.541551813267231,0.26679170847432815,0.4460670492487883,0.12941298753866462,76.20051460398064,111.43736899907415,175.9143832200252,0.29012003409937176,0.4947665856766916,0.5270379078231183,0.24673902541144643,Ahegao,dataset\Ahegao\cropped_emotions.16391~ahegao.png
0.330346887539493,0.5138174720107781,0.1855198871858434,0.4525780181795725,0.17504309168154983,63.22507511135446,100.4914770123316,180.0,0.3867688766361975,0.3442340916100403,0.6873032528856243,0.2669464847848898,Ahegao,dataset\Ahegao\cropped_emotions.16403~ahegao.png
0.37102896880222425,0.46843629017282723,0.20735037873498202,0.44362120425080925,0.18999707001159663,58.77307572768318,119.36876560867779,180.0,0.428286718919275,0.4514064483616211,0.440203613944716,0.22206899349003228,Ahegao,dataset\Ahegao\cropped_emotions.16457~ahegao.png
0.33000534452007696,0.6711845780272037,0.42047066498210933,0.4304594842906933,0.07850061108903209,63.09298132922137,98.56162694011445,172.87498365109823,0.18236469157691945,0.6666666666666666,0.659158521036974,0.3094985125371866,Ahegao,dataset\Ahegao\cropped_emotions.16473~ahegao.png
0.3947782178699653,0.400557781177903,0.13397387274096967,0.4791824784488706,0.20923203700742607,63.89728834303087,128.32553095288242,180.0,0.4366437555995725,0.2662197349511145,0.8063915946153006,0.44390937944620784,Ahegao,dataset\Ahegao\cropped_emotions.16494~ahegao.png
0.3100218219348345,0.3233881668625167,0.05387724584403653,0.44906683513229895,0.1677516690833362,58.61854166144105,130.24646873435208,175.04972776570824,0.3735561300889991,0.11270711351480169,0.5426140945008869,0.24310595065312046,Ahegao,dataset\Ahegao\cropped_emotions.16542~ahegao.png
0.37041991233532673,0.7152660181322003,0.3947530823390577,0.43081754533074956,0.11141240075107053,65.48624683228941,94.05608625827306,175.9143832200252,0.25860692527166323,0.7697236450804396,0.3351435221101629,0.1999035497871805,Ahegao,dataset\Ahegao\cropped_emotions.16550~ahegao.png
0.31810749088622137,0.7326077729217928,0.44285240338313814,0.4102037769064258,0.16014441247482197,44.60303790240257,110.54320367118795,174.06258390051846,0.3904020915715594,0.6549305384178419,0.19640836693840844,0.13217673851866896,Ahegao,dataset\Ahegao\cropped_emotions.16575~ahegao.png
0.2843435002184357,0.47193457759354024,0.17467082368765857,0.4562387202760245,0.1885312430198235,58.44861505168653,124.84740059410932,180.0,0.4132293789219864,0.33314830232638476,0.30342092216162614,0.04381983906029518,Ahegao,dataset\Ahegao\cropped_emotions.16581~ahegao.png
0.33109253085925083,0.6739831745601141,0.35307073826587265,0.41859987266164844,0.17926194544797838,49.9697407281103,105.98573728673198,176.24827092947407,0.42824175819297167,0.5249792540264586,0.6514885102770874,0.27872430728187725,Ahegao,dataset\Ahegao\cropped_emotions.16630~ahegao.png
0.3876863308666314,0.7037030038316247,0.37664756402724575,0.4634568037669781,0.14799015534301252,64.58071166109711,98.66533653534213,177.87890360333856,0.3193181201357886,0.6233138513826458,0.5641998025311912,0.1512431559106005,Ahegao,dataset\Ahegao\cropped_emotions.16653~ahegao.png
0.3654929609641146,0.5331122558364497,0.18026660194826147,0.4503253308062767,0.1595928422124196,70.69721525220807,108.0106862476882,176.18592516570962,0.35439454832949224,0.3469356512796319,0.47514491480765847,0.1334972773581591,Ahegao,dataset\Ahegao\cropped_emotions.16700~ahegao.png
0.2100568644347029,0.3435284766010349,0.09211602873147283,0.45930292003292533,0.19723621524529505,56.13985644976735,135.5710353731148,179.05304855322638,0.42942512804219946,0.1789845955964315,0.7335269736627393,0.3488136810156326,Ahegao,dataset\Ahegao\cropped_emotions.16745~ahegao.png
0.24832854519892655,0.34269739120054693,0.08277618173297552,0.40972119596881906,0.17044659032116805,47.53225519060693,138.18502371842808,175.23635830927378,0.41600627938745816,0.1492371097349751,0.7714550001712975,0.3795950529308987,Ahegao,dataset\Ahegao\cropped_emotions.16794~ahegao.png
0.36721845212609766,0.709289758069053,0.40395017399182187,0.47013331527478325,0.16103594413735417,71.90754962234091,107.51138390970011,180.0,0.34253250919525235,0.6103240502109827,0.7352882505485738,0.30420905645322166,Ahegao,dataset\Ahegao\cropped_emotions.16856~ahegao.png
0.3042024096968533,0.5886240815322786,0.3317232603052582,0.44932516657967925,0.15125278741958237,58.134022306396325,133.62268312316206,180.0,0.33662211393797054,0.4430422916026653,0.8884440504446796,0.341674054162258,Ahegao,dataset\Ahegao\cropped_emotions.16876~ahegao.png
0.2902876615516045,0.6148035774700293,0.3001866605528831,0.3978755077028618,0.11035081109799505,48.94518622903756,94.73001083202945,180.0,0.2773500981126146,0.5810260242673407,0.7055528494885533,0.49245007306380906,Ahegao,dataset\Ahegao\cropped_emotions.16940~ahegao.png
0.3476954596972215,0.5113764862312934,0.2649347515501779,0.44766043828412655,0.18504357402803703,51.12147512504713,145.6513892964566,177.96367454520174,0.413356996068952,0.3704873228087298,0.6316749810742084,0.20567967855271072,Ahegao,dataset\Ahegao\cropped_emotions.16964~ahegao.png
0.2988767773142024,0.3701077091667891,0.09256927048388779,0.5102688723121612,0.21335550377867826,62.62614057897375,149.3522191589508,178.61248425255664,0.4181236899909432,0.1385127230624096,0.9933432957478604,0.26720867775072366,Ahegao,dataset\Ahegao\cropped_emotions.17042~ahegao.png
0.4041716076248027,0.6486040742973388,0.34136319273396126,0.43691084801010704,0.15758811126809666,60.84308211768702,106.64503821467595,180.0,0.36068711039294493,0.6166559480855265,0.38728013977868375,0.12901572510192197,Ahegao,dataset\Ahegao\cropped_emotions.17055~ahegao.png
0.2322855609224824,0.4549955086142979,0.23548965105143008,0.38913368547975186,0.12582134549967797,50.8696004430147,139.19073610676494,177.70938995736157,0.3233370694818065,0.3349560929346831,0.7560010304208332,0.34725182080044964,Ahegao,dataset\Ahegao\cropped_emotions.17091~ahegao.png
0.30957093507455447,0.34118063490305,0.07681106823439413,0.4950623245635969,0.23284257929577107,59.321444101847895,138.63295073948822,174.8055710922652,0.4703298306956088,0.15957617645139427,0.8200916882599163,0.42503488140322904,Ahegao,dataset\Ahegao\cropped_emotions.17160~ahegao.png
0.28697448380362034,0.7455976903906797,0.43410188256265886,0.4216370213557839,0.14736932420866194,65.7970054492246,92.86240522611176,171.869897645844,0.3495170413043721,0.6706494182520663,0.4938858858858859,0.23505105105105106,Ahegao,dataset\Ahegao\cropped_emotions.17218~ahegao.png
0.3656314287521319,0.6489362109536911,0.38098389825201406,0.43760330393165275,0.14553522418823672,56.966451241319426,136.54920394880918,178.0585136090853,0.3325734126791858,0.48030518351037055,0.770845662669366,0.32368789908114,Ahegao,dataset\Ahegao\cropped_emotions.17283~ahegao.png
0.34161619074447463,0.4466700004844821,0.12759343201069964,0.4398301816604474,0.16430166483107356,53.73394530649461,114.34260792685001,176.96060043107337,0.3735570492475112,0.2585508993035912,0.6370828747637933,0.30188757605332556,Ahegao,dataset\Ahegao\cropped_emotions.17304~ahegao.png
0.30582936175751857,0.3966401644744887,0.10383000117972364,0.49156453058814364,0.17459459148399956,63.001495211497634,127.33133943326632,175.0765626233039,0.3551814270958522,0.19480292889077136,0.976282527881041,0.4507063197026023,Ahegao,dataset\Ahegao\cropped_emotions.17328~ahegao.png
0.4137831764391939,0.5441198326483079,0.22822851082699566,0.4350229766536299,0.1322448428801269,61.83747262567638,102.82203966467767,175.60129464500443,0.30399507607025017,0.36119010770359367,0.7091559274003104,0.28211321773159703,Ahegao,dataset\Ahegao\cropped_emotions.17378~ahegao.png
0.3670505614349085,0.47874570726984006,0.1643361476570252,0.43596295056749484,0.12868764336229072,61.802609321384324,106.26407134209695,176.82016988013584,0.2951802284913832,0.3330890179941552,0.6718216560509556,0.3601273885350319,Ahegao,dataset\Ahegao\cropped_emotions.17399~ahegao.png
0.31655750446793385,0.3428700200483041,0.07410050695294242,0.45491918026770956,0.20061951053650512,54.812344735002696,136.76527836275204,178.24383993906926,0.4410003342097933,0.14214817002999847,0.7503019986821877,0.3528442784976939,Ahegao,dataset\Ahegao\cropped_emotions.17684~ahegao.png
0.3367348884499809,0.6859214940486895,0.37585375588014575,0.40463585939245095,0.11357628322741654,46.17046601833517,112.30449882468868,175.42607874009926,0.28068763702245286,0.4897452678183092,0.44226654920714825,0.14787314372011076,Ahegao,dataset\Ahegao\cropped_emotions.17933~ahegao.png
0.2453569741950413,0.3426033051606828,0.06747783482101784,0.43012103575241545,0.1720353982436803,56.30186605431945,127.37217546981387,178.9607347706161,0.3999697386172636,0.13140861325518352,0.4277263566470105,0.13342539374486823,Ahegao,dataset\Ahegao\cropped_emotions.18053~ahegao.png
0.3138398624600847,0.6271396304060554,0.333724675772208,0.464333561905337,0.13051202648439764,75.39049027551508,113.618175479852,177.81604977232377,0.2810738598107301,0.49743368707551633,0.8973478516242713,0.3454570098947273,Ahegao,dataset\Ahegao\cropped_emotions.18142~ahegao.png
0.2215808749170817,0.5973129255412825,0.2865524613614853,0.4131561502103919,0.1785187356789482,45.07380302424781,121.49566493330146,179.83295738431954,0.43208538850998807,0.4149498234208327,0.6795304311020927,0.29503666172864096,Ahegao,dataset\Ahegao\cropped_emotions.18328~ahegao.png
0.3113283843445968,0.5845576308016397,0.3178680840706221,0.4370539052880748,0.192201365050817,52.59157466421256,138.8322697461948,177.2628436949395,0.4397658108652102,0.5183875779123687,0.538484398216939,0.2887644302205966,Ahegao,dataset\Ahegao\cropped_emotions.18557~ahegao.png
0.36743451808771155,0.6945576251823407,0.4034416477762769,0.43274954453933634,0.11401812030590638,70.5599651718238,103.1982000783532,169.7651972365768,0.2634736922190852,0.5958026879025282,0.8732487153586016,0.4098555052922834,Ahegao,dataset\Ahegao\cropped_emotions.18766~ahegao.png
0.2123036644717172,0.7644938216030159,0.43492106591479895,0.4285095279779659,0.14277830373704942,49.114028630471445,108.14753269869388,179.81336945643352,0.3331975006735233,0.6767718277782974,0.7622360620172436,0.5107632459930053,Ahegao,dataset\Ahegao\cropped_emotions.188337~ahegao.png
0.30447434429606635,0.8058946532710205,0.5469097917250133,0.41544899177718947,0.09432283473806811,68.5400392695143,91.39866364547467,171.86989764584405,0.2270383045932499,0.8040761540665545,0.3138790035587188,0.19003558718861208,Ahegao,dataset\Ahegao\cropped_emotions.188342~ahegao.png
0.2900038504501203,0.274299893448716,0.042420784488858415,0.441042226589341,0.15904458866337284,53.71931828985992,163.19172876060327,179.74113528768817,0.3606107965971723,0.06737089156348675,0.8159648244191869,0.32557784210034885,Ahegao,dataset\Ahegao\cropped_emotions.188345~ahegao.png
